SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%)
49.98,0.92,19.01,8.23,12.11,7.01
51.04,0.73,15.44,10.76,11.0,9.33
42.65,0.93,17.75,23.5,0.34,6.43
50.33,0.76,16.01,10.05,11.36,8.47
50.4,0.75,15.71,10.51,11.31,8.99
49.21,1.17,15.77,13.16,9.01,8.36
49.75,1.23,16.55,12.56,6.55,9.87
50.74,2.47,17.92,8.74,6.65,5.72
50.02,1.72,16.66,10.61,9.41,4.99
50.67,1.66,15.84,10.57,9.82,6.18
50.61,1.61,16.0,9.23,9.58,5.8
49.05,2.38,17.07,12.72,8.76,3.88
50.08,1.7,16.39,11.19,9.57,5.94
49.74,2.26,15.13,12.46,9.56,4.91
74.84,0.34,10.4,6.26,0.52,1.22
78.04,0.34,10.06,3.21,0.34,0.28
82.61,0.31,8.26,1.0,0.3,0.09
85.05,0.21,6.49,5.49,0.16,0.51
93.3,0.23,3.13,2.11,0.07,0.21
67.06,0.59,14.79,6.98,0.16,0.58
76.07,0.42,11.5,3.02,0.05,0.03
74.24,0.41,11.8,4.0,0.04,0.03
64.93,0.62,16.67,8.12,0.27,1.2
69.4,0.46,15.16,5.43,0.4,3.36
72.37,0.41,13.6,4.33,0.52,2.57
74.37,0.31,10.54,6.42,0.02,0.06
65.98,0.59,15.77,6.27,0.35,0.12
67.71,0.48,14.99,6.2,0.26,0.12
52.31,2.81,17.17,14.91,1.87,1.11
45.29,4.15,15.76,18.15,5.48,1.74
39.01,5.68,21.42,20.11,5.15,0.78
49.02,4.5,16.58,13.0,5.85,2.38
52.05,4.3,16.08,11.82,6.08,1.99
48.98,4.21,15.91,12.43,8.14,1.64
45.69,4.0,14.28,18.12,7.68,3.39
51.7,4.55,16.6,11.17,5.75,1.21
37.08,2.96,11.23,11.08,30.09,2.74
43.0,3.85,14.48,16.16,12.61,2.3
50.67,2.83,16.78,11.73,6.72,1.36
51.18,4.08,16.81,13.77,3.92,3.09
40.78,2.12,9.71,34.86,5.2,3.96
60.71,2.51,13.05,13.24,2.07,1.91
54.35,2.95,15.06,12.47,5.31,1.5
56.44,3.07,15.71,9.15,5.07,1.25
53.21,3.12,15.97,11.05,5.95,1.78
60.76,0.85,16.11,12.68,0.71,0.86
60.98,0.86,16.15,13.02,0.42,0.84
57.06,0.83,16.25,15.77,0.75,0.69
63.61,1.1,20.63,2.43,0.6,0.61
58.5,0.81,15.0,14.8,1.55,1.18
59.64,0.86,15.97,10.92,2.24,0.72
63.24,0.85,15.39,8.81,0.64,0.32
60.05,0.81,15.48,12.86,0.76,0.46
59.99,0.8,15.35,12.7,0.77,0.68
62.28,0.8,14.79,10.74,0.64,0.68
62.68,0.79,15.11,10.8,0.62,0.4
64.85,0.78,14.44,8.1,1.15,0.31
60.99,0.78,14.95,9.19,1.93,0.6
63.03,0.81,14.96,10.87,0.65,0.64
65.58,0.84,15.71,6.84,0.67,0.23
64.1,0.79,14.94,8.98,0.75,0.32
62.98,0.79,14.71,10.78,0.7,0.42
60.64,0.86,16.26,10.51,0.87,0.41
63.55,0.56,17.11,8.99,0.26,0.65
69.54,0.51,15.5,6.18,0.63,0.99
71.31,0.43,13.23,5.45,0.64,0.26
72.03,0.49,14.66,3.7,0.57,0.28
71.08,0.44,13.59,4.71,0.64,0.17
70.95,0.44,13.3,5.63,0.39,0.18
69.87,0.44,13.32,6.46,0.39,0.25
70.7,0.44,13.28,5.99,0.13,0.1
69.6,0.47,13.78,6.7,0.16,0.23
69.12,0.46,13.56,7.01,0.14,0.23
47.36,1.93,15.43,12.93,12.17,3.9
52.31,1.97,15.79,10.64,7.73,5.7
51.69,1.66,15.73,9.58,9.49,5.62
52.17,1.73,15.44,9.74,9.17,5.51
51.49,1.69,15.4,10.44,9.21,6.18
51.75,1.66,15.19,10.57,9.32,6.49
50.3,3.22,19.15,10.9,6.96,2.74
51.86,2.03,17.42,9.15,9.8,6.22
49.54,1.6,14.73,10.81,11.33,7.49
50.35,1.59,14.41,10.66,11.5,7.13
49.26,1.6,15.82,10.18,9.9,8.07
50.49,1.34,17.06,9.65,8.19,7.53
49.54,1.29,16.33,9.24,10.49,9.11
50.9,1.21,17.23,9.56,9.59,7.47
49.24,2.74,17.5,7.89,6.71,7.54
50.58,1.21,14.92,9.93,9.76,7.77
53.9,1.42,14.25,9.92,9.47,5.76
52.99,1.41,14.17,10.24,9.37,6.28
52.73,1.52,15.18,10.75,8.31,7.22
50.46,1.71,14.28,11.91,9.84,6.39
49.85,0.76,15.39,10.36,9.97,9.42
50.38,0.71,15.42,10.75,9.97,10.15
50.19,0.72,15.34,10.07,11.19,8.52
49.96,0.73,15.18,10.64,10.94,8.63
49.25,1.15,16.1,12.47,9.69,7.27
49.65,1.59,14.15,12.31,11.25,7.69
49.75,1.52,14.31,12.44,11.14,7.59
49.98,1.62,14.22,12.46,11.34,6.99
49.73,1.57,14.7,11.28,11.29,7.44
49.5,1.57,14.36,11.68,12.52,7.01
50.18,1.67,14.19,12.44,11.28,6.86
49.59,1.68,13.92,12.53,10.86,7.04
49.96,1.6,14.47,11.75,11.23,6.88
50.07,1.68,14.33,11.96,11.11,7.02
49.83,1.64,14.11,12.53,11.41,7.04
50.39,1.77,14.33,12.26,10.93,6.87
49.45,1.62,13.98,12.81,11.52,6.34
49.62,1.62,14.05,12.89,11.46,6.72
49.89,1.4,14.48,12.34,11.59,6.95
49.39,1.49,14.51,11.82,11.88,7.44
48.82,1.53,15.13,11.62,11.31,7.14
49.92,1.35,14.01,12.93,10.95,6.81
49.7,1.5,14.09,12.83,11.23,6.94
49.05,1.37,14.19,12.62,11.45,7.34
49.0,1.05,14.37,11.79,12.77,7.54
48.99,0.93,14.79,10.97,11.77,8.19
48.6,1.33,14.75,11.72,12.63,7.1
49.06,1.27,14.55,11.17,12.67,7.82
49.28,1.25,14.4,11.17,12.57,8.0
49.3,1.24,14.69,11.11,12.66,8.05
49.05,1.3,14.6,11.36,12.87,7.8
48.96,1.22,14.67,11.57,13.22,7.4
49.24,1.22,14.75,10.73,12.87,7.95
50.09,1.69,14.8,11.73,10.42,7.25
49.33,1.59,14.39,12.26,11.25,7.78
49.76,1.59,13.87,12.8,10.75,7.2
49.0,1.7,14.49,12.38,11.5,7.21
49.6,1.36,14.09,12.2,11.68,7.65
50.31,1.61,14.41,11.63,10.51,7.89
48.86,1.71,14.32,13.12,10.85,7.56
50.13,1.28,14.35,11.0,10.9,8.09
49.79,1.56,14.06,12.71,11.5,6.39
48.63,1.59,14.55,12.91,11.88,6.8
49.73,1.56,14.2,12.43,11.44,6.86
49.48,1.62,14.11,12.62,11.18,7.02
48.81,1.63,14.4,12.15,11.28,7.61
49.56,1.52,13.95,12.43,11.12,7.1
49.74,1.57,14.2,12.53,10.95,6.75
49.6,1.62,14.08,12.4,11.45,6.74
49.84,1.66,14.25,12.65,10.99,6.69
49.25,1.7,14.54,11.0,12.57,6.81
49.89,1.56,14.7,11.87,11.2,6.73
43.37,1.46,14.52,9.33,17.05,3.36
39.92,1.33,13.19,8.53,20.34,3.31
47.2,1.35,13.13,8.66,15.9,4.81
41.42,1.47,12.97,9.51,19.45,3.91
37.91,1.52,11.49,9.32,22.51,3.72
31.65,1.5,10.27,10.04,26.51,2.43
50.86,1.63,14.52,9.43,11.79,4.83
50.4,1.83,14.09,10.63,11.45,4.06
48.99,1.62,14.41,9.43,13.28,4.4
48.86,1.76,13.54,9.67,13.27,3.84
48.75,1.5,13.75,9.2,13.97,4.8
47.4,1.45,13.55,8.8,15.26,5.06
46.24,1.49,13.15,9.03,16.09,4.51
49.1,1.39,14.2,12.87,11.6,7.15
50.0,1.48,14.17,12.35,11.14,6.86
49.4,1.13,14.5,11.7,12.3,7.35
49.48,1.18,14.11,12.15,11.99,7.14
48.9,0.98,14.7,11.61,13.0,7.41
49.17,1.76,14.18,12.54,11.06,7.66
49.5,1.6,14.28,12.03,11.66,7.42
49.7,0.73,14.0,8.85,14.5,9.99
47.9,2.07,13.2,16.65,9.61,5.83
50.1,1.28,14.4,10.98,10.9,8.09
49.7,1.27,15.9,10.89,12.3,7.04
49.6,1.24,12.21,11.77,9.73,8.94
51.62,1.01,14.45,7.03,13.29,7.09
51.15,1.4,15.94,9.82,4.6,4.4
47.19,1.26,18.59,16.82,0.85,10.62
53.45,0.73,17.0,6.96,12.64,5.47
49.89,1.02,14.58,10.25,9.93,8.24
50.81,1.02,15.34,9.25,8.63,8.11
52.41,1.01,13.83,6.44,13.36,7.75
48.52,1.05,17.14,11.43,4.83,7.07
49.93,2.12,13.0,16.21,5.26,6.44
50.07,1.97,15.23,13.49,6.49,5.11
49.49,1.18,12.83,11.69,9.88,7.6
49.27,0.95,13.37,10.01,13.93,7.9
48.86,0.97,13.97,10.36,13.31,7.89
50.58,1.12,14.19,11.25,12.19,7.18
50.46,1.14,14.23,11.33,12.18,7.21
51.06,1.16,14.22,11.35,12.17,7.16
50.54,1.19,14.14,11.26,12.16,7.21
50.89,1.14,14.05,11.29,12.11,7.19
51.0,1.11,14.11,11.25,12.19,7.23
50.86,1.14,14.18,11.12,12.3,7.34
50.9,1.14,14.12,11.25,12.16,7.22
51.15,1.16,14.1,11.13,12.1,7.23
50.97,1.11,14.13,11.27,12.16,7.24
50.84,1.14,14.15,11.25,12.17,7.22
49.86,0.88,14.82,9.5,13.16,8.97
50.63,1.3,13.27,12.32,11.15,6.7
49.82,1.03,13.92,10.24,12.53,7.81
50.81,1.03,14.2,10.59,12.61,7.98
50.21,1.04,14.01,10.44,12.37,7.91
50.8,1.04,14.23,10.59,12.49,7.96
50.35,1.02,14.03,10.46,12.42,7.95
50.36,1.05,14.07,10.59,12.39,7.9
49.43,0.75,15.33,9.64,12.84,9.13
49.74,0.78,15.34,9.69,12.67,9.28
49.94,0.77,15.38,9.73,12.73,9.24
50.41,0.73,15.43,9.64,12.33,9.22
48.87,0.72,15.2,9.91,12.32,9.06
50.33,0.74,15.46,9.67,12.32,9.18
49.79,0.75,15.36,9.71,12.54,9.18
49.59,0.73,15.47,9.82,12.8,9.3
49.83,0.76,15.46,9.92,12.93,9.2
49.19,0.76,15.47,9.87,13.06,8.81
49.78,0.78,15.88,9.64,13.03,8.41
49.55,0.76,15.61,9.77,13.02,8.85
50.58,1.07,14.21,11.48,12.52,7.31
50.71,1.1,14.2,11.35,12.44,7.35
50.65,1.09,14.21,11.41,12.48,7.33
51.01,1.06,14.24,11.34,12.5,7.35
51.06,1.09,14.28,11.38,12.57,7.39
50.23,1.1,14.05,11.39,12.44,7.37
50.62,1.02,14.12,11.33,12.36,7.34
52.07,1.07,14.54,11.29,11.99,7.32
51.39,1.03,14.35,11.44,11.88,7.33
50.92,1.05,14.26,11.43,12.51,7.42
51.05,1.06,14.27,11.38,12.29,7.36
49.7,0.73,15.42,9.54,12.98,8.91
49.67,0.68,15.45,9.57,12.87,9.01
49.65,0.71,15.54,9.54,12.96,8.97
49.94,0.78,15.55,9.66,12.97,8.92
49.63,0.74,15.42,9.56,12.96,8.71
50.12,0.71,15.45,9.47,12.9,8.76
50.04,0.69,15.45,9.52,12.91,8.84
50.2,0.75,15.47,9.5,12.92,9.01
49.82,0.74,15.62,9.73,12.99,8.88
50.05,0.74,15.61,9.69,12.98,8.82
49.98,0.73,15.61,9.71,12.95,8.81
50.16,0.73,15.61,9.68,12.84,8.92
49.75,0.71,15.54,9.63,13.03,8.87
50.11,0.77,15.62,9.54,13.19,8.76
49.94,0.73,15.62,9.68,13.0,8.8
49.92,0.73,15.53,9.6,12.96,8.87
57.24,1.405,12.5,9.08,1.18,3.59
50.16,1.1840000000000002,15.34,10.07,10.53,6.83
50.08,1.12,14.64,10.03,11.8,7.65
50.38,1.163,15.13,8.6,11.95,8.56
50.1,1.17,15.14,9.13,11.86,8.04
49.92,1.099,14.17,10.86,12.05,7.59
50.21,1.1,14.13,11.12,12.07,7.43
49.47,1.075,14.05,11.03,12.34,7.64
49.71,1.087,14.17,11.02,12.35,7.76
49.78,1.094,14.34,11.12,11.91,7.34
49.94,1.037,14.2,11.12,12.22,7.63
49.83,1.155,15.45,8.64,11.81,8.26
49.56,1.012,14.12,10.99,12.25,7.8
49.49,1.042,14.01,11.0,12.07,7.96
49.27,0.72,15.0,9.76,12.5,9.09
49.26,0.73,15.09,9.89,12.49,9.6
49.32,0.74,15.31,9.46,12.42,8.9
49.35,0.727,15.02,9.88,12.54,9.57
49.57,0.7340000000000001,15.07,9.64,12.43,8.89
49.02,0.713,14.65,9.83,11.98,10.44
48.42,0.687,14.51,9.77,11.69,10.91
48.79,0.705,14.91,9.46,12.67,8.45
48.97,0.732,15.19,9.58,12.72,8.93
49.03,0.72,14.92,9.7,12.48,9.56
50.16,1.057,14.05,11.34,12.19,7.4
50.19,1.079,14.0,11.27,11.58,7.78
50.3,1.073,14.02,11.12,12.06,7.45
50.4,1.061,13.97,11.32,12.04,7.61
49.71,1.03,13.99,10.91,11.58,8.23
50.21,1.078,14.15,11.02,11.99,7.67
50.14,1.119,14.58,9.94,12.41,7.29
50.11,1.06,13.97,11.26,12.0,7.55
49.33,0.75,15.46,10.05,12.84,7.44
48.53,0.75,15.58,9.77,13.19,7.13
48.39,0.755,15.53,10.1,11.69,8.47
49.53,0.7659999999999999,15.66,9.08,12.85,7.89
49.17,0.73,14.91,9.83,12.41,9.69
49.34,0.75,15.33,9.59,12.74,8.49
48.72,0.716,14.78,9.7,12.38,9.97
49.22,0.746,14.87,9.76,12.39,9.89
48.79,0.735,14.8,9.72,12.52,9.52
48.52,0.718,14.71,9.65,12.4,9.96
48.88,0.7240000000000001,14.89,9.69,12.36,9.85
48.9,0.743,15.28,9.88,12.48,8.26
49.35,0.742,15.06,9.53,12.52,8.69
48.8,0.72,14.87,9.7,12.32,10.03
49.21,0.76,15.56,9.6,12.91,8.03
46.9,0.813,14.22,9.14,0.81,13.55
47.47,0.8540000000000001,14.2,9.35,0.64,11.99
44.68,0.759,13.06,8.95,4.87,11.49
48.19,1.061,13.18,11.29,3.09,9.45
48.41,1.05,12.82,11.12,2.28,9.54
46.92,1.072,12.6,11.0,3.71,9.41
48.6,1.071,13.14,11.17,1.59,10.68
45.39,1.255,13.95,10.65,5.74,6.58
46.37,1.551,14.84,11.17,6.4,3.69
47.7,0.932,14.47,9.95,6.31,5.37
48.05,1.1440000000000001,12.8,11.54,7.25,5.9
47.84,1.12,12.31,11.15,8.48,5.32
47.21,1.138,12.82,11.75,8.09,6.94
47.54,1.209,13.05,11.99,7.28,6.66
47.79,0.9790000000000001,13.15,10.44,7.52,7.26
47.32,0.951,13.35,10.14,7.67,7.48
46.78,0.9470000000000001,13.15,10.14,10.44,7.86
46.62,0.938,13.11,10.01,11.26,7.53
46.83,0.945,13.09,10.1,10.81,7.43
46.59,0.975,13.35,10.34,8.83,7.33
46.87,0.987,13.44,10.49,10.25,7.64
47.03,0.9490000000000001,13.19,10.06,11.1,7.42
46.65,0.968,13.36,10.19,11.03,7.49
46.06,1.608,17.55,12.36,8.78,4.64
48.5,1.3319999999999999,15.19,10.55,12.97,5.69
50.01,1.459,16.5,9.19,10.48,5.56
49.25,1.308,14.84,10.61,12.52,6.73
48.87,1.6230000000000002,14.44,11.63,12.07,6.31
48.97,1.5659999999999998,14.16,11.94,11.75,6.72
49.26,1.5730000000000002,14.22,12.08,11.82,7.04
49.05,1.5719999999999998,14.27,11.87,11.96,6.79
48.94,1.59,14.21,11.81,11.9,6.97
50.25,1.187,14.6,9.65,11.77,7.68
50.3,1.1840000000000002,14.54,10.27,11.87,7.97
50.28,1.046,13.93,11.27,11.62,7.94
49.46,1.114,13.68,12.47,11.87,7.15
50.26,1.173,14.55,10.4,12.15,7.11
50.42,1.121,13.86,11.81,11.92,7.37
50.44,1.124,13.89,11.37,11.8,7.09
49.55,1.571,14.28,11.31,11.15,6.57
49.34,1.5519999999999998,14.22,11.92,11.65,6.96
50.29,1.538,13.81,11.99,11.04,6.91
48.18,1.1,13.8,12.8,10.44,11.1
48.92,1.5,14.16,11.72,11.61,7.59
49.62,1.54,14.44,12.04,11.38,7.25
49.9,1.15,15.75,10.22,11.83,7.7
49.18,1.29,14.11,11.29,12.48,7.98
49.49,1.3,14.4,11.82,11.58,7.82
49.28,1.31,14.2,11.19,12.5,8.03
49.68,1.35,14.61,11.07,10.74,8.36
49.31,1.36,14.44,12.45,11.63,6.84
49.65,1.37,15.21,11.79,11.01,6.23
50.76,1.47,14.15,12.15,11.95,7.1
50.78,1.51,13.08,13.16,9.92,7.51
49.32,1.53,14.46,12.33,12.04,7.19
49.51,1.55,13.92,12.26,11.74,7.78
49.4,1.55,12.85,13.92,10.51,7.15
49.77,1.56,14.08,12.56,11.16,7.28
49.71,1.56,14.39,11.2,10.84,7.89
49.55,1.57,14.34,10.78,11.6,6.62
49.67,1.58,14.3,12.68,11.65,7.11
49.87,1.59,13.34,13.2,12.02,7.69
51.49,1.62,14.77,10.83,10.91,6.82
50.64,1.62,13.6,13.54,9.48,6.28
50.0,1.63,14.02,11.75,9.76,7.17
49.79,1.64,12.68,12.48,9.5,7.8
50.13,1.65,13.33,12.84,9.69,7.76
49.43,1.67,14.54,12.24,11.82,6.71
51.07,1.71,15.21,10.19,10.37,5.52
49.07,2.22,13.8,14.65,9.88,7.17
49.83,2.27,13.32,14.74,10.31,5.78
48.02,2.31,13.19,15.2,9.61,6.87
47.21,2.8,16.82,10.0,8.05,4.4
42.71,3.59,13.67,13.88,8.82,10.9
45.42,3.67,16.64,10.84,10.04,5.42
41.75,3.92,15.03,13.05,12.73,6.51
51.88,2.74,12.8,10.06,8.25,8.38
49.9,2.92,11.54,10.66,8.28,10.3
52.47,2.94,13.42,9.89,8.72,6.99
48.0,3.96,11.17,10.64,10.08,10.05
46.96,2.48,11.6,12.35,14.36,6.82
45.53,2.54,11.9,10.53,17.43,6.73
46.54,2.61,11.98,11.02,14.98,7.68
47.21,2.66,13.08,11.71,12.23,6.35
50.79,3.42,12.28,10.3,9.53,8.13
49.97,1.39,14.73,9.03,12.61,9.56
49.52,1.84,15.96,10.77,11.52,6.4
53.14,2.07,15.63,11.21,8.14,3.76
49.18,2.07,14.42,11.3,11.43,7.38
50.25,2.19,16.11,13.43,8.59,5.22
49.48,2.3,15.42,11.9,11.1,5.14
49.29,2.31,15.38,11.03,11.37,5.45
49.8,2.69,14.64,12.46,10.77,4.55
49.59,2.97,12.76,14.59,9.62,5.93
50.72,3.01,14.04,15.94,6.08,4.43
48.53,3.39,12.82,15.9,9.53,5.23
56.95,2.05,14.27,12.56,3.66,4.04
59.16,0.92,14.29,11.11,6.61,3.4
65.68,0.45,15.48,6.24,3.01,2.49
48.55,1.61,14.23,11.71,12.12,6.82
50.03,1.25,14.51,11.61,12.09,7.83
49.8,1.3,14.38,11.69,12.1,7.83
50.08,1.28,14.33,11.48,11.95,7.7
50.95,1.24,14.47,11.58,11.96,7.75
49.77,1.26,14.33,11.62,12.25,7.77
50.37,1.21,14.4,11.55,12.1,7.55
50.17,1.23,14.38,11.6,12.13,7.74
49.55,1.28,14.7,11.64,12.28,7.6
50.1,1.62,14.12,12.1,11.7,7.06
50.23,1.61,14.4,11.94,11.75,7.12
50.13,1.64,14.33,12.16,11.64,7.13
49.82,1.6,14.16,12.03,11.83,7.06
49.34,1.63,14.1,12.1,11.72,7.02
49.42,1.61,13.78,12.05,11.74,7.27
50.87,1.12,13.95,12.1,11.58,7.18
49.73,1.16,13.93,12.07,11.86,7.6
50.95,1.14,13.95,12.0,11.65,7.29
50.82,1.13,13.96,11.98,11.79,7.31
49.86,1.16,13.8,11.98,11.75,7.28
50.71,1.17,13.95,11.92,11.72,7.26
50.55,1.16,13.85,12.04,11.63,7.39
50.93,1.14,14.0,12.07,11.82,7.29
50.08,1.13,13.97,11.88,11.85,7.34
50.73,1.14,13.81,11.8,11.74,7.29
50.13,1.09,13.91,11.85,11.94,7.76
50.88,1.14,13.95,11.76,11.61,7.34
51.06,1.09,14.02,11.65,11.89,7.27
50.58,1.63,13.57,12.89,11.01,6.59
50.13,1.6,13.53,12.77,11.04,6.39
50.4,1.66,13.62,13.05,11.16,6.48
55.14,1.922,12.07,10.36,1.73,4.94
48.65,1.66,14.73,11.28,12.43,6.05
47.12,1.7,15.09,12.64,12.24,4.77
48.65,1.59,14.09,12.1,11.82,7.28
48.6,1.6,14.11,12.08,11.84,7.1
49.77,1.6,14.14,12.21,11.81,7.43
47.31,1.52,13.45,12.6,12.06,6.51
48.26,1.63,14.51,11.7,12.16,7.2
48.17,1.59,14.07,12.16,11.77,7.26
48.69,1.59,14.26,11.97,11.91,6.79
48.75,1.62,14.16,12.08,12.13,6.74
48.85,1.6,14.22,12.05,11.87,7.03
49.06,1.61,14.35,11.99,11.94,6.42
48.88,1.61,14.33,11.94,11.99,6.7
49.78,1.61,14.05,12.02,11.7,7.15
49.01,1.6,14.28,12.03,11.89,7.25
48.76,1.59,14.05,12.14,11.75,7.18
49.14,1.62,14.28,12.17,12.19,6.72
48.83,1.61,14.22,11.96,12.17,6.84
48.31,1.61,14.42,12.17,12.12,6.9
47.55,1.6,13.89,13.37,11.94,6.97
49.46,1.65,14.62,11.47,12.3,6.45
48.67,1.6,14.51,11.4,12.4,6.72
48.44,1.66,14.79,11.49,12.27,7.02
49.51,1.16,14.25,11.07,11.97,7.39
50.21,1.2,15.08,9.47,11.42,8.01
49.66,1.16,14.24,11.04,11.97,7.41
50.57,1.21,14.91,9.86,11.94,7.61
49.51,1.17,14.28,11.63,11.69,7.06
49.98,1.21,15.01,9.44,11.69,8.37
50.07,1.14,13.91,11.59,11.85,7.41
50.01,1.13,13.77,11.73,12.07,7.76
50.48,1.14,13.95,11.64,11.77,7.55
49.85,1.06,13.78,11.5,11.81,7.98
50.01,1.1,13.85,11.69,11.89,7.89
49.19,1.14,14.25,11.63,11.94,7.2
50.04,1.2,14.84,9.7,12.28,7.87
48.79,1.15,14.46,11.36,12.02,6.92
50.45,1.2,15.2,9.22,12.51,7.93
49.35,1.17,14.21,11.69,11.83,7.12
49.28,1.13,13.89,11.94,12.19,7.35
50.22,1.15,14.08,11.91,12.14,7.22
50.07,1.16,14.39,10.81,12.41,7.52
49.74,1.13,14.27,12.09,12.0,7.43
50.02,1.14,14.15,10.76,12.28,7.49
49.44,1.17,14.1,11.74,12.28,7.73
49.89,1.14,13.96,11.42,12.39,7.56
49.64,1.11,13.79,11.98,12.19,7.38
50.54,1.12,13.91,11.57,12.09,7.07
49.87,1.13,13.7,11.67,12.11,7.71
49.37,1.15,14.09,11.37,12.3,7.71
49.17,1.14,14.06,11.47,12.48,7.75
49.94,1.13,14.0,11.54,12.18,7.55
50.35,1.16,14.46,11.05,12.02,7.4
50.17,1.15,14.24,11.45,12.15,7.45
50.21,1.15,14.14,11.4,12.2,6.82
50.54,1.12,13.85,11.46,11.89,6.99
49.86,1.12,13.74,11.53,12.16,7.4
47.68,1.46,16.43,11.52,11.35,4.56
49.23,1.41,15.73,10.09,12.95,6.07
48.51,1.4,15.87,10.93,11.55,5.29
48.72,1.31,14.51,11.45,12.54,6.74
49.86,1.34,15.01,9.91,12.72,7.36
48.23,1.34,15.03,11.28,13.23,6.02
48.99,1.44,15.98,10.58,11.55,5.79
48.09,1.37,15.41,11.99,11.37,5.28
48.9,1.36,15.38,9.86,13.03,6.17
50.35,1.49,16.78,8.77,10.83,5.32
49.11,1.38,15.53,10.35,11.81,6.56
50.92,1.49,17.04,8.89,9.58,4.31
49.13,1.33,14.92,10.78,12.16,6.54
49.17,1.31,15.07,9.7,12.79,6.88
48.64,1.28,14.54,10.74,12.8,7.24
48.75,1.31,14.79,11.2,12.74,6.65
48.76,1.3,14.81,10.42,12.68,7.53
48.28,1.29,14.54,10.69,13.08,6.6
53.16,2.64,13.96,8.67,9.54,6.64
49.67,2.96,11.76,10.32,8.3,8.89
52.8,2.19,13.64,9.28,9.06,7.56
53.8,2.75,13.6,8.92,8.49,7.6
50.31,3.62,12.11,10.23,9.43,8.11
49.62,1.58,14.94,12.35,11.68,7.01
50.1,1.9,13.13,13.58,10.82,6.05
49.08,1.55,13.73,13.05,11.67,7.2
50.31,1.73,15.32,11.45,10.11,6.58
50.88,1.66,14.84,11.15,11.36,6.88
50.75,1.64,14.9,11.34,11.0,7.31
50.02,1.47,14.18,12.03,11.4,8.25
49.53,1.59,14.66,11.82,11.79,7.25
50.44,1.62,14.86,11.52,11.14,7.12
50.79,1.34,14.52,11.3,11.26,7.34
50.08,1.51,13.79,12.76,11.49,7.01
50.08,1.57,14.32,11.71,11.44,6.98
51.58,1.55,13.4,13.72,10.35,6.39
49.21492,0.71378,14.82325,9.96438,12.43042,9.88125
50.38,1.65,13.54,12.61,11.64,7.3
49.01,0.88,14.72,11.45,13.03,7.42
49.0,0.93,14.8,11.34,13.2,7.86
49.67,1.35,13.64,12.12,11.38,7.45
48.96,1.24,14.39,11.75,11.96,8.93
50.47,1.72,13.77,12.8,11.03,6.6
49.6,1.25,14.59,10.53,11.18,8.07
54.67,2.07,13.23,12.96,7.33,3.29
46.52,1.25,13.44,12.04,9.36,13.17
56.18,1.18,14.54,9.35,8.45,4.7
53.46,1.21,14.64,11.06,9.56,5.04
52.43,2.55,12.84,14.0,8.3,4.24
52.84,2.47,13.27,13.28,8.21,4.23
51.33,3.51,13.0,13.85,8.17,3.83
49.96,4.74,12.88,12.48,9.2,5.42
49.52,4.75,12.61,12.9,9.25,5.15
46.86,2.15,12.4,12.62,11.46,9.61
47.55,2.36,12.44,13.14,11.27,7.81
47.38,2.28,12.68,13.4,10.87,7.57
54.42,1.17,14.66,9.94,9.11,4.99
52.88,2.49,13.3,13.25,8.26,4.21
52.54,2.22,13.4,13.5,8.11,4.2
49.94,2.15,13.18,11.68,11.2,7.35
50.45,2.06,12.84,12.21,10.75,7.23
51.07,2.38,12.37,11.99,10.7,7.16
50.29,2.46,12.94,12.1,10.69,6.78
50.21,2.48,12.24,13.41,10.31,6.6
50.7,2.07,13.49,11.72,11.05,6.58
50.17,2.57,12.87,12.44,10.68,6.52
50.71,2.66,12.63,12.54,10.31,6.4
50.26,2.53,12.36,13.47,10.11,6.29
49.6,3.09,11.84,13.89,9.95,6.12
52.66,2.35,12.92,12.02,8.71,5.26
49.97,4.14,10.35,15.66,9.25,5.23
